01/23/20 0.0
01/24/20 0.0
01/25/20 0.0
01/26/20 0.0
01/27/20 0.0
01/28/20 0.0
01/29/20 0.0
01/30/20 1.0
01/31/20 0.0
02/01/20 0.0
02/02/20 1.0
02/03/20 1.0
02/04/20 0.0
02/05/20 0.0
02/06/20 0.0
02/07/20 0.0
02/08/20 0.0
02/09/20 0.0
02/10/20 0.0
02/11/20 0.0
02/12/20 0.0
02/13/20 0.0
02/14/20 0.0
02/15/20 0.0
02/16/20 0.0
02/17/20 0.0
02/18/20 0.0
02/19/20 0.0
02/20/20 0.0
02/21/20 0.0
02/22/20 0.0
02/23/20 0.0
02/24/20 0.0
02/25/20 0.0
02/26/20 0.0
02/27/20 0.0
02/28/20 0.0
02/29/20 0.0
03/01/20 0.0
03/02/20 2.0
03/03/20 0.0
03/04/20 23.0
03/05/20 2.0
03/06/20 1.0
03/07/20 3.0
03/08/20 5.0
03/09/20 4.0
03/10/20 13.0
03/11/20 6.0
03/12/20 11.0
03/13/20 9.0
03/14/20 20.0
03/15/20 11.0
03/16/20 6.0
03/17/20 23.0
03/18/20 14.0
03/19/20 38.0
03/20/20 50.0
03/21/20 86.0
03/22/20 66.0
